"ilpn"|"status"|"ASN"|"PO"|"SKU"|"qty"|"length"|"hieght"|"width"|"Active_location"|"Current_location"|"Found_location"
67701037323968|"Canceled"|120045273|4038152|354894|87|16.74|25.45|4.63|"AS2"|"AS4"|"MULTIST"
67701037596399|"In transit"|120045393|4056795|10748224|24|7.11|20.17|7.9|"AS2"|"PICKCART"|"MULTIST"
67701037614960|"Not received but shipment verified"|120045272|4038149|354887|82|7.41|7.26|1.97|"AS0"|"AS0"|"BRACK"
67701037807825|"Putaway"|120045240|4038118|12741092|31|18.0|19.77|6.85|"AS2"|"PUTWALL"|"DRACK"
67701037971801|"In work order"|120045390|4056798|10741030|58|7.2|17.2|7.34|"AS0"|"SHIPLANE"|"PUTLANE"
67701038108979|"In transit"|120045257|4038130|354836|71|14.26|29.38|4.25|"AS0"|"SHIPLANE"|"BRACK"
67701038179347|"Not received but shipment verified"|120045239|4038115|12741082|29|5.05|25.93|7.24|"AS2"|"SHIPLANE"|"CUBIST"
67701038402966|"Case consumed to active"|120045233|4056761|10748200|72|11.7|26.32|2.33|"AS0"|"AS1"|"CUBIST"
67701038481543|"Canceled"|120045257|4038131|354840|56|7.02|21.76|7.9|"AS4"|"DRACK"|"CUBIST"
67701038625831|"Case consumed to active"|120045270|4038141|354871|45|2.42|25.97|8.87|"AS2"|"AS1"|"DRACK"
67701038644557|"Not received but shipment verified"|120045238|4038111|12741068|81|5.15|3.71|6.84|"AS0"|"AS2"|"PUTLANE"
67701038770885|"In inventory not putaway"|120045256|4038125|354817|58|7.4|10.37|1.08|"AS0"|"AS4"|"ONPALLET"
67701038816719|"Putaway"|120045256|4038125|354815|32|17.28|4.23|1.85|"AS0"|"DROP"|"BRACK"
67701038950952|"Putaway"|120045235|4056796|10748225|68|8.13|20.47|7.94|"AS4"|"AS2"|"MULTIST"
67701039005019|"Partially allocated"|120045273|4038152|354895|19|7.47|15.87|5.68|"AS1"|"PICKCART"|"CUBIST"
67701039370703|"Allocated and Pulled"|120045238|4038110|12741066|75|15.8|3.97|8.86|"AS2"|"CRACK"|"DRACK"
67701039522178|"In transit"|120045270|4038142|354873|17|10.15|3.16|4.44|"AS4"|"AS0"|"CRACK"
67701039610286|"Pulled"|120045391|4056799|10741033|19|12.57|6.85|7.03|"AS0"|"SHIPLANE"|"PUTLANE"
67701039744343|"Pulled"|120045237|4038106|12741052|46|5.91|14.73|5.46|"AS2"|"SHIPLANE"|"INLOAD"
67701039835418|"Pulled"|120045299|4056791|10748207|35|10.26|20.19|4.85|"AS0"|"UNKNOWN"|"INLOAD"
67701039838532|"Pulled"|120045272|4038150|354890|34|17.09|25.24|1.68|"AS4"|"AS0"|"DRACK"
67701039881887|"Putaway"|120045256|4038128|354828|30|14.59|5.62|9.47|"AS0"|"CRACK"|"DRACK"
67701039925502|"Canceled"|120045257|4038131|354842|8|8.63|24.43|4.88|"AS1"|"AS2"|"PUTLANE"
67701039988062|"Not received but shipment verified"|120045258|4038133|354850|67|10.7|8.2|5.13|"AS0"|"AS0"|"CRACK"
67701040083084|"Case consumed to active"|120045259|4038140|354868|20|17.37|23.02|1.87|"AS0"|"AS4"|"ONPALLET"
67701040237203|"Case consumed to active"|120045398|4056766|10743935|5|14.32|26.19|2.84|"AS4"|"DRACK"|"INLOAD"
67701040436427|"Putaway"|120045233|4056761|10748098|41|14.13|25.05|7.14|"AS0"|"PUTLANE"|"ONPALLET"
67701040507717|"Allocated"|120045232|4056764|10748093|73|15.78|25.04|6.39|"AS2"|"CRACK"|"CUBIST"
67701040524789|"In transit"|120045238|4038109|12741060|9|18.49|13.02|2.53|"AS4"|"CRACK"|"PUTLANE"
67701040675878|"In transit"|120045271|4038144|354878|10|16.56|1.6|3.14|"AS2"|"SHIPLANE"|"ONPALLET"
67701040684252|"Partially allocated"|120045240|4038119|12741098|43|3.52|27.16|1.7|"AS2"|"AS0"|"CRACK"
67701040841406|"Canceled"|120045256|4038128|354827|45|8.9|23.07|8.2|"AS4"|"AS2"|"ONPALLET"
67701041226709|"Allocated and Pulled"|120045231|4056768|11750506|99|11.5|13.68|3.84|"AS2"|"AS4"|"ONPALLET"
67701041262124|"In work order"|120045393|4056795|10748224|49|14.55|15.49|6.48|"AS4"|"BRACK"|"BRACK"
67701041483489|"Not received but shipment verified"|120045273|4038153|354896|64|13.87|4.45|1.22|"AS0"|"AS0"|"DRACK"
67701041573685|"Canceled"|120045233|4056761|10748200|44|16.23|11.12|2.53|"AS1"|"CRACK"|"MULTIST"
67701041611150|"Not received but shipment verified"|120045257|4038131|354842|19|12.99|23.13|9.55|"AS1"|"SHIPLANE"|"CUBIST"
67701041668966|"Allocated"|120045258|4038133|354849|69|15.25|23.7|9.5|"AS0"|"SHIPPED"|"BRACK"
67701041797612|"Case consumed to active"|120045256|4038126|354821|61|3.73|19.76|4.08|"AS1"|"AS1"|"DRACK"
67701042018062|"Allocated and Pulled"|120045393|4056795|10748223|2|4.81|7.49|2.55|"AS0"|"SHIPLANE"|"CUBIST"
67701042032094|"Pulled"|120045256|4038128|354829|94|7.4|4.53|7.41|"AS2"|"SHIPPED"|"CRACK"
67701042437076|"In transit"|120045259|4038137|354859|46|16.51|12.08|9.75|"AS4"|"AS2"|"CUBIST"
67701042631581|"In inventory not putaway"|120045234|4056793|10748215|45|12.06|3.22|7.87|"AS4"|"PICKCART"|"CUBIST"
67701042704371|"Not received but shipment verified"|120045273|4038152|354894|84|10.32|18.89|7.18|"AS2"|"AS1"|"MULTIST"
67701042836849|"Not received but shipment verified"|120045231|4056768|11750504|82|2.46|22.98|5.77|"AS2"|"DRACK"|"CUBIST"
67701042855848|"In transit"|120045240|4038117|12741089|61|4.8|11.68|5.03|"AS4"|"DROP"|"BRACK"
67701043211656|"Not received but shipment verified"|120045271|4038147|354883|97|19.78|24.77|2.87|"AS1"|"DRACK"|"PUTLANE"
67701043218437|"Allocated"|120045398|4056766|10743937|15|7.09|20.45|1.74|"AS0"|"PICKCART"|"BRACK"
67701043607615|"In transit"|120045236|4038103|12741040|37|19.35|10.19|7.14|"AS2"|"UNKNOWN"|"BRACK"
67701043747385|"Allocated"|120045259|4038140|354866|29|10.49|7.23|7.45|"AS2"|"AS0"|"CRACK"
67701043816795|"Allocated"|120045236|4038102|10741037|9|6.79|26.3|6.22|"AS4"|"PUTLANE"|"DRACK"
67701044216834|"Consumed"|120045298|4056790|10748205|85|11.85|29.01|9.08|"AS0"|"CRACK"|"MULTIST"
67701044248813|"Pulled"|120045272|4038151|354893|71|1.82|6.53|1.31|"AS4"|"DRACK"|"ONPALLET"
67701044676307|"Putaway"|120045271|4038146|354882|62|19.73|8.89|2.27|"AS0"|"AS1"|"ONPALLET"
67701044747319|"Putaway"|120045256|4038128|354858|83|17.07|28.59|8.42|"AS0"|"PICKCART"|"CRACK"
67701045198869|"Case consumed to active"|120045231|4056768|11750508|90|10.76|11.78|8.49|"AS1"|"AS1"|"MULTIST"
67701045347162|"Allocated and Pulled"|120045298|4056790|10748204|53|17.3|11.49|4.8|"AS4"|"AS0"|"INLOAD"
67701045353251|"Canceled"|120045271|4038145|354879|43|9.88|10.77|6.25|"AS0"|"PICKCART"|"ONPALLET"
67701045376329|"Consumed"|120045236|4038103|12741041|4|14.08|7.07|4.49|"AS4"|"SHIPLANE"|"INLOAD"
67701045707540|"In inventory not putaway"|120045232|4056764|10743934|66|5.75|6.87|8.28|"AS0"|"SHIPPED"|"CUBIST"
67701045793381|"Allocated and Pulled"|120045255|4038122|354810|29|11.62|8.94|6.81|"AS0"|"AS4"|"DRACK"
67701045931164|"Partially allocated"|120045394|4056794|10748219|57|6.49|26.83|2.66|"AS1"|"AS2"|"CRACK"
67701046011450|"Canceled"|120045259|4038140|354868|53|14.53|17.98|1.9|"AS1"|"PUTLANE"|"PUTLANE"
67701046256464|"Consumed"|120045236|4038103|12741041|68|18.09|1.48|6.34|"AS2"|"AS1"|"INLOAD"
67701046375603|"Case consumed to active"|120045236|4038103|12741040|19|15.38|5.93|3.98|"AS1"|"PICKCART"|"ONPALLET"
67701046560260|"In inventory not putaway"|120045271|4038145|354880|23|8.91|8.01|5.1|"AS1"|"DRACK"|"CRACK"
67701046936253|"Allocated and Pulled"|120045256|4038128|354827|34|6.22|2.19|7.39|"AS0"|"UNKNOWN"|"MULTIST"
67701046973731|"Not received but shipment verified"|120045257|4038132|354844|57|18.98|22.73|4.84|"AS4"|"PUTLANE"|"CUBIST"
67701047045254|"Not received but shipment verified"|120045239|4038113|12741075|27|18.05|14.29|6.5|"AS1"|"AS4"|"MULTIST"
67701047126694|"Case consumed to active"|120045273|4038153|354897|89|2.8|16.32|7.48|"AS4"|"DROP"|"CUBIST"
67701047327403|"Allocated"|120045236|4038103|10741039|97|7.05|14.58|8.02|"AS4"|"SHIPLANE"|"MULTIST"
67701047444992|"Pulled"|120045272|4038150|354890|16|10.61|3.57|4.39|"AS2"|"SHIPPED"|"CRACK"
67701047449542|"Not received but shipment verified"|120045399|4056769|11750501|31|1.74|2.14|7.15|"AS2"|"AS1"|"CRACK"
67701047478666|"Not received but shipment verified"|120045292|4056763|10748091|16|4.52|2.28|1.58|"AS4"|"DRACK"|"BRACK"
67701047786650|"Case consumed to active"|120045258|4038135|354855|5|3.3|20.74|7.8|"AS4"|"DROP"|"CUBIST"
67701048023468|"Allocated and Pulled"|120045238|4038110|12741064|77|5.32|2.4|7.12|"AS4"|"SHIPLANE"|"CUBIST"
67701048168675|"Allocated"|120045256|4038128|354856|62|3.17|8.89|2.16|"AS2"|"PUTWALL"|"CRACK"
67701048485128|"Pulled"|120045258|4038133|354850|87|19.55|18.43|6.85|"AS4"|"CRACK"|"PUTLANE"
67701048579431|"Allocated and Pulled"|120045399|4056767|11750509|54|14.67|24.56|5.04|"AS0"|"BRACK"|"INLOAD"
67701048753224|"In work order"|120045393|4056795|10748223|63|1.3|4.07|3.37|"AS2"|"DRACK"|"INLOAD"
67701048794208|"Consumed"|120045231|4056768|11750503|85|18.85|4.12|4.57|"AS2"|"CRACK"|"CRACK"
67701048833200|"In inventory not putaway"|120045235|4056797|10748228|15|4.71|5.05|9.98|"AS4"|"AS0"|"ONPALLET"
67701048996056|"Putaway"|120045238|4038111|12741068|28|6.6|29.91|8.13|"AS0"|"SHIPPED"|"CUBIST"
67701049165248|"Case consumed to active"|120045240|4038119|12741097|23|7.12|2.98|9.76|"AS4"|"DRACK"|"INLOAD"
67701049279936|"Allocated and Pulled"|120045272|4038149|354888|98|5.86|10.88|4.66|"AS4"|"BRACK"|"DRACK"
67701049306580|"Case consumed to active"|120045231|4056769|11750531|51|19.35|7.42|1.63|"AS0"|"AS4"|"PUTLANE"
67701049427526|"Canceled"|120045240|4038119|12741098|16|17.5|3.55|9.85|"AS1"|"SHIPLANE"|"DRACK"
67701049428952|"In work order"|120045240|4038119|12741096|32|8.86|26.42|7.21|"AS1"|"PUTWALL"|"ONPALLET"
67701049568450|"Putaway"|120045235|4056796|10748227|86|6.66|20.52|6.46|"AS1"|"CRACK"|"ONPALLET"
67701049769825|"In transit"|120045273|4038153|354896|31|15.31|12.6|2.66|"AS2"|"DROP"|"MULTIST"
67701049854079|"Putaway"|120045238|4038111|12741068|82|11.41|15.86|8.98|"AS1"|"PICKCART"|"BRACK"
67701049922289|"Canceled"|120045273|4038152|354895|47|5.28|25.93|1.87|"AS2"|"CRACK"|"DRACK"
67701050016743|"Allocated and Pulled"|120045256|4038128|354856|6|16.22|11.11|3.95|"AS0"|"PICKCART"|"CUBIST"
67701050052054|"Putaway"|120045237|4038105|12741050|33|7.75|10.47|3.05|"AS4"|"DRACK"|"INLOAD"
67701050317937|"Case consumed to active"|120045259|4038138|354862|6|13.17|28.48|3.06|"AS1"|"AS1"|"INLOAD"
67701050341941|"Allocated"|120045239|4038113|12741076|19|11.05|27.14|1.3|"AS0"|"CRACK"|"MULTIST"
67701050365878|"Putaway"|120045270|4038142|354874|32|13.74|26.92|6.93|"AS4"|"PICKCART"|"BRACK"
67701050511308|"In inventory not putaway"|120045272|4038154|354898|1|4.59|15.62|1.49|"AS2"|"SHIPPED"|"DRACK"
67701050639066|"Partially allocated"|120045232|4056764|10743934|21|2.13|29.61|7.05|"AS4"|"CRACK"|"ONPALLET"
67701050859026|"Partially allocated"|120045240|4038119|12741098|48|12.95|18.58|1.05|"AS0"|"SHIPPED"|"PUTLANE"
67701050945989|"Canceled"|120045237|4038154|354100|3|12.68|12.06|1.67|"AS1"|"BRACK"|"PUTLANE"
67701050949724|"Pulled"|120045232|4056764|10748093|66|3.76|6.41|2.36|"AS0"|"CRACK"|"BRACK"
67701050977416|"Not received but shipment verified"|120045234|4056793|10748214|3|4.81|26.29|7.8|"AS4"|"CRACK"|"BRACK"
67701051046726|"Not received but shipment verified"|120045240|4038117|12741088|3|18.2|3.4|7.18|"AS0"|"DROP"|"BRACK"
67701051113855|"Pulled"|120045237|4038106|12741052|72|8.85|7.09|2.79|"AS4"|"PUTLANE"|"DRACK"
67701051326552|"In work order"|120045270|4038142|354872|59|17.05|18.39|1.18|"AS2"|"DRACK"|"CRACK"
67701051346004|"Partially allocated"|120045257|4038129|354834|53|3.78|10.9|8.56|"AS4"|"DRACK"|"CUBIST"
67701051579769|"Consumed"|120045257|4038129|354830|55|9.72|22.09|5.57|"AS4"|"DROP"|"PUTLANE"
67701051673812|"In work order"|120045237|4038108|12741056|88|2.08|22.07|4.21|"AS0"|"SHIPPED"|"DRACK"
67701051675393|"Canceled"|120045299|4038154|354898|95|15.81|13.86|5.13|"AS2"|"BRACK"|"CRACK"
67701051800761|"Not received but shipment verified"|120045239|4038114|12741077|15|3.48|17.41|5.68|"AS0"|"DRACK"|"BRACK"
67701051965687|"In inventory not putaway"|120045272|4038148|354886|22|16.5|15.33|4.9|"AS1"|"UNKNOWN"|"PUTLANE"
67701052027658|"Case consumed to active"|120045234|4056792|10748210|20|10.1|1.94|4.58|"AS0"|"AS1"|"ONPALLET"
67701052081162|"Putaway"|120045256|4038128|354829|43|12.4|25.74|5.26|"AS0"|"PUTLANE"|"ONPALLET"
67701052169814|"Pulled"|120045292|4056763|10748092|38|8.9|8.15|2.83|"AS1"|"AS2"|"DRACK"
67701052198302|"Canceled"|120045232|4056765|10743940|40|1.55|10.51|1.81|"AS4"|"DROP"|"CRACK"
67701052350917|"In work order"|120045236|4038102|10741036|38|7.09|22.56|4.96|"AS1"|"DROP"|"BRACK"
67701052353736|"In transit"|120045272|4038149|354889|1|10.84|19.09|1.47|"AS4"|"CRACK"|"CRACK"
67701052555099|"Not received but shipment verified"|120045394|4056794|10748219|54|11.14|9.43|3.14|"AS0"|"SHIPPED"|"DRACK"
67701052562435|"Pulled"|120045256|4038125|354817|2|9.24|25.23|4.32|"AS4"|"AS0"|"ONPALLET"
67701053020895|"Putaway"|120045272|4038151|354893|69|8.32|13.84|6.6|"AS2"|"AS2"|"MULTIST"
67701053054483|"In inventory not putaway"|120045232|4056765|10743939|7|18.68|3.34|7.21|"AS0"|"UNKNOWN"|"MULTIST"
67701053065178|"Putaway"|120045293|4056762|10748096|34|13.63|17.94|7.52|"AS2"|"AS0"|"CRACK"
67701053151769|"Consumed"|120045231|4056769|11750521|51|8.18|17.26|4.48|"AS4"|"UNKNOWN"|"PUTLANE"
67701053336731|"Not received but shipment verified"|120045270|4038142|354872|78|14.79|4.03|1.08|"AS2"|"PUTLANE"|"CRACK"
67701053556944|"Partially allocated"|120045258|4038134|354853|22|2.11|21.12|2.0|"AS4"|"PUTLANE"|"ONPALLET"
67701053561388|"Allocated"|120045231|4056769|11750502|81|18.02|22.73|3.6|"AS1"|"AS0"|"INLOAD"
67701053678668|"Allocated and Pulled"|120045238|4038110|12741065|29|5.33|11.58|8.69|"AS2"|"PUTLANE"|"ONPALLET"
67701053765476|"Canceled"|120045233|4056760|10748202|86|18.32|3.66|5.74|"AS1"|"SHIPLANE"|"ONPALLET"
67701054141608|"Partially allocated"|120045257|4038130|354837|25|15.85|23.56|7.89|"AS4"|"DRACK"|"CRACK"
67701054246216|"Case consumed to active"|120045259|4038137|354859|33|1.65|9.76|3.52|"AS4"|"AS2"|"INLOAD"
67701054562089|"In transit"|120045237|4038107|12741055|37|17.07|19.36|3.94|"AS4"|"AS2"|"INLOAD"
67701054686464|"Allocated and Pulled"|120045232|4056764|10742301|63|4.07|5.36|7.0|"AS0"|"AS0"|"BRACK"
67701054753132|"Pulled"|120045238|4038111|12741068|77|18.25|3.48|4.12|"AS1"|"SHIPLANE"|"CUBIST"
67701054835880|"Partially allocated"|120045270|4038143|354875|99|11.43|12.55|6.79|"AS1"|"SHIPPED"|"MULTIST"
67701055001378|"In transit"|120045232|4056764|10743934|12|2.08|18.18|8.08|"AS2"|"CRACK"|"PUTLANE"
67701055680632|"In work order"|120045272|4038150|354890|9|13.89|20.11|8.95|"AS1"|"CRACK"|"PUTLANE"
67701055713575|"In inventory not putaway"|120045233|4056761|10748097|59|19.77|29.99|1.96|"AS4"|"DRACK"|"BRACK"
67701055715990|"Not received but shipment verified"|120045240|4038117|12741089|96|8.21|28.54|3.84|"AS4"|"CRACK"|"BRACK"
67701055716076|"Putaway"|120045240|4038118|12741093|57|13.26|5.79|2.87|"AS2"|"BRACK"|"ONPALLET"
67701055735831|"Pulled"|120045273|4038152|354895|18|7.46|10.97|8.84|"AS1"|"AS2"|"INLOAD"
67701055754236|"Case consumed to active"|120045235|4056797|10748228|74|9.79|1.25|4.2|"AS2"|"UNKNOWN"|"DRACK"
67701055795854|"Canceled"|120045240|4038118|12741094|21|3.62|27.54|3.9|"AS0"|"DRACK"|"CRACK"
67701056205634|"In transit"|120045236|4038103|12741041|86|16.48|16.81|8.83|"AS2"|"PICKCART"|"PUTLANE"
67701056269978|"Putaway"|120045259|4038137|354859|8|14.19|9.25|2.5|"AS4"|"PUTWALL"|"DRACK"
67701056446708|"In work order"|120045231|4056769|11750505|19|13.04|11.03|3.93|"AS0"|"CRACK"|"BRACK"
67701056741156|"In work order"|120045238|4038110|12741066|18|8.9|27.91|4.19|"AS4"|"DROP"|"BRACK"
67701057117044|"Partially allocated"|120045240|4038119|12741096|80|3.01|12.6|7.23|"AS4"|"DROP"|"ONPALLET"
67701057169716|"Case consumed to active"|120045298|4056790|10748205|0|16.43|1.83|5.39|"AS0"|"AS0"|"DRACK"
67701057391452|"Case consumed to active"|120045239|4038114|12741078|97|4.75|8.62|2.74|"AS4"|"PUTWALL"|"INLOAD"
67701057438154|"Canceled"|120045236|4038104|12741042|45|6.37|8.01|5.18|"AS4"|"AS2"|"CUBIST"
67701057479071|"Partially allocated"|120045239|4038115|12741083|54|4.1|4.74|6.54|"AS4"|"BRACK"|"INLOAD"
67701057688828|"In transit"|120045258|4038133|354848|70|9.82|16.25|9.88|"AS0"|"PICKCART"|"PUTLANE"
67701057714338|"In inventory not putaway"|120045235|4056796|10748226|73|19.86|4.25|7.32|"AS0"|"AS2"|"INLOAD"
67701058130447|"In transit"|120045259|4038140|354867|5|17.03|4.76|3.8|"AS4"|"AS2"|"PUTLANE"
67701058196531|"Allocated and Pulled"|120045231|4056769|11750531|93|3.03|20.36|9.08|"AS0"|"PUTLANE"|"MULTIST"
67701058243008|"In transit"|120045231|4056769|11750531|26|6.23|9.75|3.74|"AS2"|"SHIPLANE"|"CUBIST"
67701058303462|"Pulled"|120045258|4038133|354849|61|14.96|6.55|5.5|"AS4"|"AS1"|"BRACK"
67701058333799|"Allocated and Pulled"|120045234|4056793|10748215|0|5.14|26.2|2.11|"AS1"|"AS1"|"ONPALLET"
67701058541798|"Allocated"|120045237|4038106|12741052|13|14.72|29.06|8.59|"AS2"|"AS4"|"ONPALLET"
67701058909400|"In transit"|120045259|4038140|354868|73|6.36|10.64|4.69|"AS4"|"AS0"|"PUTLANE"
67701058910906|"Consumed"|120045237|4038107|12741054|69|7.24|26.21|9.84|"AS4"|"SHIPPED"|"PUTLANE"
67701058933962|"Partially allocated"|120045271|4038146|354881|26|11.28|5.27|5.5|"AS2"|"AS4"|"DRACK"
67701059101687|"In work order"|120045239|4038115|12741081|11|14.75|16.84|6.55|"AS1"|"SHIPPED"|"BRACK"
67701059102035|"Pulled"|120045271|4038147|354884|20|17.65|14.17|6.93|"AS0"|"CRACK"|"CRACK"
67701059189442|"Allocated"|120045239|4038114|12741078|14|10.77|8.59|8.3|"AS2"|"SHIPPED"|"MULTIST"
67701059605479|"Allocated and Pulled"|120045234|4056793|10748216|73|11.91|3.66|8.02|"AS0"|"BRACK"|"MULTIST"
67701059656677|"Canceled"|120045258|4038134|354852|42|16.85|28.91|7.68|"AS1"|"AS0"|"CRACK"
67701059970842|"Pulled"|120045272|4038148|354885|13|17.58|10.9|2.65|"AS4"|"PUTLANE"|"MULTIST"
67701060033295|"Allocated and Pulled"|120045237|4038107|12741054|45|7.71|17.83|3.5|"AS4"|"PUTWALL"|"MULTIST"
67701060109740|"Not received but shipment verified"|120045234|4056793|10748215|33|8.07|10.79|9.45|"AS0"|"AS0"|"CUBIST"
67701060188771|"Canceled"|120045238|4038109|12741062|69|9.15|18.16|3.13|"AS0"|"UNKNOWN"|"INLOAD"
67701060267738|"Canceled"|120045258|4038133|354850|26|12.55|1.79|9.3|"AS4"|"PUTWALL"|"PUTLANE"
67701060454630|"In transit"|120045257|4038129|354832|67|8.63|20.9|9.46|"AS4"|"SHIPPED"|"MULTIST"
67701060459469|"Allocated"|120045292|4056763|10748091|31|2.55|20.09|4.48|"AS0"|"DRACK"|"BRACK"
67701060499627|"In transit"|120045231|4056769|11750521|93|2.84|15.66|8.78|"AS4"|"BRACK"|"BRACK"
67701060639303|"Allocated and Pulled"|120045256|4038127|354823|70|17.73|16.62|3.43|"AS1"|"DROP"|"CRACK"
67701060751439|"Canceled"|120045238|4038110|12741063|56|12.85|26.72|8.61|"AS2"|"AS0"|"DRACK"
67701060834420|"Putaway"|120045257|4038132|354844|69|7.17|25.47|2.26|"AS4"|"DRACK"|"BRACK"
67701060843436|"In inventory not putaway"|120045273|4038152|354894|18|9.3|23.55|8.5|"AS0"|"BRACK"|"CUBIST"
67701060904021|"Putaway"|120045238|4038110|12741066|26|9.55|26.86|6.42|"AS2"|"DRACK"|"DRACK"
67701060959781|"Putaway"|120045256|4038128|354826|25|15.12|4.75|4.17|"AS1"|"DROP"|"CUBIST"
67701060980533|"Canceled"|120045394|4056794|10748218|2|16.17|14.18|5.81|"AS4"|"PUTWALL"|"MULTIST"
67701061084439|"Canceled"|120045273|4038153|354896|54|12.48|21.13|7.41|"AS4"|"DRACK"|"CRACK"
67701061470655|"Pulled"|120045238|4038110|12741065|4|6.74|14.59|9.74|"AS4"|"PUTWALL"|"PUTLANE"
67701061502715|"Putaway"|120045258|4038134|354853|77|2.32|7.93|7.5|"AS2"|"BRACK"|"PUTLANE"
67701061696255|"Partially allocated"|120045273|4038153|354896|61|3.68|29.25|8.66|"AS1"|"PICKCART"|"BRACK"
67701061721634|"Allocated and Pulled"|120045231|4056769|11750502|27|17.72|7.06|9.76|"AS4"|"SHIPLANE"|"INLOAD"
67701062409957|"Not received but shipment verified"|120045398|4056766|10743936|68|10.19|2.53|2.78|"AS4"|"AS4"|"ONPALLET"
67701062645417|"Canceled"|120045259|4038140|354865|51|13.32|20.55|9.23|"AS4"|"AS1"|"DRACK"
67701062648918|"In work order"|120045299|4056791|10748209|98|5.07|20.38|1.17|"AS4"|"AS1"|"DRACK"
67701062676324|"In work order"|120045272|4038150|354890|39|11.0|5.47|1.47|"AS2"|"AS4"|"DRACK"
67701062679973|"In work order"|120045235|4056797|10748229|91|17.51|25.58|7.4|"AS2"|"SHIPPED"|"DRACK"
67701062857157|"Allocated"|120045259|4038140|354868|54|7.23|6.19|3.28|"AS4"|"PICKCART"|"MULTIST"
67701062915658|"Pulled"|120045258|4038133|354851|49|9.55|19.17|2.87|"AS4"|"DRACK"|"ONPALLET"
67701062940267|"In inventory not putaway"|120045272|4038149|354887|77|8.89|10.73|9.04|"AS2"|"SHIPLANE"|"PUTLANE"
67701063308598|"Case consumed to active"|120045256|4038126|354820|15|11.54|14.82|1.25|"AS2"|"PUTLANE"|"CUBIST"
67701063358026|"Allocated"|120045390|4056798|10741030|2|15.21|12.21|4.68|"AS0"|"UNKNOWN"|"PUTLANE"
67701063476472|"Canceled"|120045257|4038129|354832|41|12.95|25.27|4.36|"AS1"|"BRACK"|"CRACK"
67701063783326|"In work order"|120045256|4038126|354818|93|11.81|17.56|9.08|"AS4"|"AS4"|"PUTLANE"
67701063926118|"In work order"|120045391|4056799|10741033|49|19.07|12.06|5.74|"AS4"|"PUTLANE"|"PUTLANE"
67701063941596|"Not received but shipment verified"|120045234|4056793|10748216|84|14.53|3.07|6.78|"AS4"|"PUTLANE"|"CRACK"
67701064099224|"Canceled"|120045292|4056763|10748092|65|7.03|15.11|3.01|"AS2"|"AS4"|"INLOAD"
67701064106806|"In transit"|120045232|4056764|10742301|94|2.83|13.45|6.19|"AS1"|"PUTWALL"|"INLOAD"
67701064204453|"Not received but shipment verified"|120045256|4038128|354858|39|4.52|21.61|5.52|"AS1"|"BRACK"|"PUTLANE"
67701064405436|"In transit"|120045239|4038114|12741077|82|12.4|26.75|8.82|"AS1"|"DRACK"|"DRACK"
67701064443641|"Consumed"|120045236|4038104|12741044|9|4.36|26.34|8.24|"AS1"|"AS1"|"PUTLANE"
67701064445048|"Partially allocated"|120045257|4038129|354832|94|6.25|9.15|8.47|"AS0"|"AS0"|"CRACK"
67701064617376|"Putaway"|120045234|4056793|10748214|9|6.27|11.24|3.21|"AS4"|"SHIPPED"|"MULTIST"
67701065080914|"Putaway"|120045258|4038135|354855|85|18.83|13.02|3.06|"AS4"|"PUTWALL"|"DRACK"
67701065155812|"In transit"|120045272|4038151|354892|19|14.24|29.57|9.76|"AS4"|"AS1"|"CUBIST"
67701065156580|"Allocated"|120045256|4038125|354817|30|14.53|23.03|1.93|"AS2"|"BRACK"|"CRACK"
67701065244323|"In work order"|120045236|4038102|10741037|59|18.05|26.16|3.33|"AS1"|"PICKCART"|"BRACK"
67701065333543|"In work order"|120045257|4038132|354846|7|12.32|18.25|9.95|"AS1"|"UNKNOWN"|"MULTIST"
67701065387065|"Pulled"|120045257|4038129|354834|28|1.41|2.85|9.75|"AS0"|"DRACK"|"PUTLANE"
67701065528661|"Case consumed to active"|120045231|4056768|11750504|45|2.04|9.16|9.87|"AS4"|"AS2"|"PUTLANE"
67701065578738|"Not received but shipment verified"|120045240|4038119|12741095|96|12.52|18.24|4.29|"AS4"|"UNKNOWN"|"ONPALLET"
67701065596722|"Canceled"|120045235|4056796|10748225|50|11.63|27.49|6.18|"AS1"|"SHIPPED"|"CUBIST"
